topicid;topic;title;content
19;کامپیوتر و موبایل;گوشی گوگل پیکسل;به نظر شما از لحاظ کیفیت ساخت و کارایی، گوشی گوگل پیکسل سرتره یا آیفون7 ؟
19;کامپیوتر و موبایل;نرم افزار Gephi;"سلام

اطلاعاتم در یک فایل اکسل قرار گرفته با پسوندcsv، می خواهم گرافش را رسم کنم،چطوری می تونم ستون  نودها و یال های فایل اکسل رو به گفی بشناسونم؟

تشکر"
19;کامپیوتر و موبایل;پردازنده های گرافیکی اندروید برای بازی های گرافیکی;آیا یه از یه تبلت با نسخه پایین می شه یه بازی گرافیکی مطابق با اون دستگاه بلوتوث به یه تبلت با نسخه بالا کرد؟
19;کامپیوتر و موبایل;برنامه برای ریکاوری موبایل;یه تعدادی عکس و فیلم قدیمی و خانوادگی در گوشیم بوده که حذف شده. کسی نرم افزاری سراغ داره که بشه عکس و فیلم رو باهاش ریکاوری کرد؟
19;کامپیوتر و موبایل;چطور سرعت اینترنت رو چک کنیم؟;سلام چجوری میشه بفهمم سرعت اینترنتم چقدره؟ نرم افزار خاصی برای این زمینه وجود داره؟
19;کامپیوتر و موبایل;چطور میشه از api گوگل برای ترجمه خودکار استفاده کرد؟;"سلام

برای اینکه بطور اتوماتیک متنی رو ترجمه کنیم چطور میشه از api مربوط به google translate استفاده کرد؟

ضمنا آیا مشکل تحریم توسط گوگل وجود داره یا نه؟

مرسی."
19;کامپیوتر و موبایل;تغییر تم در تلگرام;چگونه تم تلگرام امو عوض کنم تا به رنگ مشکلی (تیره) تبدیل بشه؟
19;کامپیوتر و موبایل;درآمد از راه پست تبلیغاتی;سلام. کسی میدونه افرادی که فالوور بالا دارند در اینستاگرام و پست تبلیغاتی میذارن چقد پول میگیرن برای هر پست؟
19;کامپیوتر و موبایل;مزیت گوشی آیفون;به نظر شما مهم ترین مزیت گوشی آیفون نسبت به گوشی های اندرویدی چیه؟
19;کامپیوتر و موبایل;قیمت گوشی IM100;سلام. قیمت گوشی کره ای پن تک IM100 در حال حاضر چنده؟ و آیا در بازار ایران موجود هست؟چقدر باید منتظر موند
19;کامپیوتر و موبایل;داده برای تحلیل شبکه اجتماعی ، با ترجیح داشتن رابطه دوستی و یا مانند آن;بچه ها کسی دیتا درباره شبکه اجتماعی داره؟ برای داده کاوی و پیش بینی پروفایل کاربر لازم دارم
19;کامپیوتر و موبایل;تفاوت بین UI و UX چیست؟;آیا تفاوتی بین طراحی یوآی (UI) و طراحی یوایکس (UX) و طراحی وب وجود دارد؟! تفاوت آنها در چیست؟
19;کامپیوتر و موبایل;پین کردن پست در تلگرام;چه جوری میشه یه پیام را تو گروه های تلگرام پین کنم؟
19;کامپیوتر و موبایل;اعتیاد به شبکه های اجتماعی;چه راهکاری برای رهایی از شبکه های اجتماعی پیشنهاد می کنید؟
19;کامپیوتر و موبایل;دوربین لپ تاپ ظاهرا کار نمیکنه;سلام. من قبلا اسکایپ میکردم و تصویرم رو طرف مقابل میدید اما تازگیها تصویرم دیده نمیشه. دقت کردم دیدم که دوربین لپ تاپم روشن نمیشه موقعی که اسکایپ میکنه. کسی میدونه مشکلش چیه؟ مرسی.
19;کامپیوتر و موبایل;مدیریت چندین ایمیل در گوشی;من چندتا ایمیل (یاهوو، جی میل و..) دارم و میخواستم نوتیفیکشن های همشون باهم بیاد و بتونم همشون رو باهم مدیریت کنم آیا اپلیکشنی برای اینکار وجود داره؟ اگر داره چطور میشه اینکارو کرد؟
19;کامپیوتر و موبایل;بهترین شبکه های اجتماعی;بهترین شبکه اجتماعی که تا کنون از طرف مردم مورد استقبال قرار گرفته چیست؟
19;کامپیوتر و موبایل;اسکرین شات در مک;تو مک بوک ها چطور میشه اسکرین شات گرفت؟ برای ویندوز برنامه های مثل snipping tool وجود دارد آیا برای مک هم برنامه جانبی لازم است؟
19;کامپیوتر و موبایل;چگونگی ساخت بلاگ;"سلام

من چند وقتی هست که می خواهم برای کسب و کار خودم یک بلاگ درست کنم. می خواستم ببینم که چه طوری میشه یک بلاگ ساخت؟"
19;کامپیوتر و موبایل;برنامه نویس کامپیوتر;چگونه یک برنامه نویس خوب و کار بلد کامپیوتر شویم؟ آیا زبان خاصی هم برای یادگیری پیشنهاد می کنید؟
19;کامپیوتر و موبایل;جستجو در کانالهای تلگرام;برای جستجوی یک پست (کلمه) در کانالهای تلگرام کجا باید برم؟ تو منوهاش آیکون سرچ ندارم هیچ جاش :(
19;کامپیوتر و موبایل;بررسی ترافیک توسط سرویس دهنده های اینترنتی;سرویس دهندگان اینترنتی (ISP provider) ها قادر به مشاهده وب پیجهایی که ما سر میزنیم هستند؟ اگر نه دلیلی برای این موضوع دارید؟
19;کامپیوتر و موبایل;صفحه ی لمسی کار نمی کند;صفحه ی لمسی آیفون ۶ پلاس چند وقتیه کار نمی کنه، دلیلش چی می تونه باشه به نظرتون؟
19;کامپیوتر و موبایل;آینده هوش مصنوعی;یه سوالی که خیلی وقته ذهنمو درگیر کرده اینه که با توجه به پیشرفت های زیاد هوش مصنوعی تو همه ی زمینه ها و از جمله ترجمه ی خودکار یه زمانی به یه جایی می رسیم که دیگه نیازی به این نباشه که اصلا انسان بخواد چیزیو یاد بگیره و نیازی به نیروی انسانی نباشه و همه ی کارا به صورت خودکار انجام خواهند شد یا یه جایی جلوی این پیشرفتو میگیرن؟
19;کامپیوتر و موبایل;آموزش گیم میکر برای بازی سازی;با سلام. کسی می تونه آموزش جامعی برای گیم میکر بذاره یا سایتی معرفی کنه؟ممنون می شم.
19;کامپیوتر و موبایل;مشخصات گوشی خوب;"مشخصات یک گوشی خوب چیه؟ بدون درنظر گرفتن برند.
برای خرید یک گوشی چه معیارهایی رو باید در نظر گرفت"
19;کامپیوتر و موبایل;استفاده از USSD مثل *724;آیا استفاده از سرویسهای مبتنی بر USSD امن است؟ سرویسهای مثل *724 یا..
19;کامپیوتر و موبایل;مشخصات لپ تاپ مناسب رشته معماری;یه لپ تاپ قوی که بتونه نرم افزار های معماری رو به راحتی اجرا کنه باید چه ویژگی هایی داشته باشه؟
19;کامپیوتر و موبایل;انتقال اطلاعات از کامپیوتر به آیفون یا آیپد;چگونه با استفاده از برنامهitunes اطلاعات را از کامپیوتر برروی آیفون یا آیپد منتقل کنیم؟؟
19;کامپیوتر و موبایل;بهترین نرم افزاری ریکاوری اندروید;بهترین نرم افزار ریکاوری اندروید، برای ریکاوری کردن عکس و فیلم گوشی، چیه؟
19;کامپیوتر و موبایل;آیا میشه هدست با لپ تاپ استفاده کرد؟;سلام لپ تاپ من هم بلندگو هم دروبین و هم میکروفون داره. اما بعضی وقتها برای اینکه سروصدا کمتر بشه بهتره از هدست استفاده کرد. اما هدست دو سیم داره در حالیکه فقط یک جای سیم روی لپ تاپ هست (که فکر کنم برای بلندگو هستش). آیا میشه از هدست با لپ تاپ استفاده کرد؟
19;کامپیوتر و موبایل;آیا اگر شارژر لپ تاپ دائم اما در حین کار به پریز باشد، باتری لپ تاپ آسیب نمیبیند؟;یه سئوال دوستان: من ساعتها (گاهی بیشتز از 8 ساعت) لپ تاپم روشن هست و در تمام این مدت شارزر به برق وصل هست در حالیکه باتری پر بوده. آیا این کار باعث میشه باتری زودتر خواب بشه؟ آیا بهتره وقتی باتری شارژ شد، شارژر رو از برق بکشیم؟
19;کامپیوتر و موبایل;کتاب برای طراحی لوگو;آیا کتابی برای طراحی لوگو می شناسید که آیده و طرز ایجاد لوگو های مختلف در آن آمده باشد؟
19;کامپیوتر و موبایل;استفاده از فونت  فارسی دلخواه در گوگل داک;آیا میتوان از فونت های فارسی دلخواه در گوگل داک استفاده کرد؟ میخواستم از فونت یکان در گوگل داک استفاده کنم ولی امکانش نیست آیا راه حلی برای این موضوع وجود دارد؟
19;کامپیوتر و موبایل;فیس بوک و اینستاگرام;چرا فیس بوک فیلترشداما اینستاگرام بدون فیلتر همچنان فعال است؟
19;کامپیوتر و موبایل;برنامه نیازمندی ها برای فروش وسایل;به نظرتون بهترین برنامه یا سایت نیازمندی ها ( مثل دیوار یا شیپور) برای فروش وسایل دست دوم چیه؟
19;کامپیوتر و موبایل;مشکل نصب برنامه یSDK;با سلام. من برنامه یSDKرا در کامپیوتر نصب کردم. اما وقتی به برنامه ی مورد نظر آدرسSDKرا می دهم میگه آدرس معتبر نیست.لطفا راهنمایی کنید.
19;کامپیوتر و موبایل;موبایل Ios بهتر است یا اندروید؟;به نظر شما در سیستم عامل های موبایلی بین اندروید، ای او اس، ویندوز کدام یک برتر می باشد و چرا؟
19;کامپیوتر و موبایل;تبدیل فایل متنی بزرگ به فایل های کوچکتر در مک;در مک چطور میتوان یک فایل متنی بزرگ (در حد ۵گیگ)  را به ۵ فایل  ۱گیگی تبدیل کنیم؟
19;کامپیوتر و موبایل;یک راه خوب برای توضیح دقیق بیت کوین;از من خواسته شده که راجع به بیت کوین یک ارائه بدم میخواستم. در دفعات قبلی که توضیح دادم معمولا غرق مسائل پیچیده میشم و عملا ارائه خوب پیش نمیره؟ آیا برای این مورد چیزی پیشنهاد میکنید.
19;کامپیوتر و موبایل;منظور دقیق ماینیگ چیست؟;تو حوزه بیت کوین خیلی اصلاح ماینینگ بکار میره میخواستم بدونم منظور از ماینینگ چیست؟
19;کامپیوتر و موبایل;چطور میتونیم بیت کوین بدست بیاوریم;این سوالی هست که خیلی ها موقعی که دارن با بیت کوین آشنا میشن میپرسن. ولی اگر بخواهیم با این سیستم کار کنیم باید سکه بدست بیاریم. میخواستم بدونم چطور میشه بیت کوین بدست آورد؟
19;کامپیوتر و موبایل;چطور بیت کوین بخریم;آیا تو ایران هم میشه بیت کوین خرید؟ آیا مورد اطمینان هست؟ و خرید و فروشش قانونی است؟
19;کامپیوتر و موبایل;ماینر های بیت کوین چه چیزی رو حل میکنند؟;کسایی که بیت کوین ماین میکنن دقیقا چه چیزی رو حل میکنن؟ و چطوری منجر به پول میشه؟
19;کامپیوتر و موبایل;آیا سرچ انجین (موتور جستجو) برای پی دی اف داریم؟;آیا وبسایتی وجود دارد که بتونیم پی دی اف های مختلف رو توش جستجو کنیم؟
19;کامپیوتر و موبایل;فرق فرمت EPUB با PDF چیست؟;بعضی از کتاب ها با فرمت EPUB یا EPUB2 منتشر میشن فرق این کتابها با PDF چیست؟ آیا مزیتی نسب به PDF دارند؟
19;کامپیوتر و موبایل;کدام اینترنت همراه بهتره;"<p><span style=""color:rgb(0, 0, 0); font-family:tahoma,sans-serif,arial,helvetica; font-size:12px"">بچه ها کدوم اینترنت همراه بهتره هم قیمت هم سرعت؟ رایتل یا ایرانسل یا همراه اول؟</span></p><p><span style=""color:rgb(0, 0, 0); font-family:tahoma,sans-serif,arial,helvetica; font-size:12px"">و اگه یکی رو پیشنهاد دادید میشه بگید به نظرتون کدوم بسته اش رو بخرم به نظرتون بهتره؟</span></p><p>&nbsp;</p>"
19;کامپیوتر و موبایل;نامگذاری محصولات اپل;این i که در ابتدای نام محصولات اپل میاد مثل iphone, ipad برا چیه؟
19;کامپیوتر و موبایل;کدام فونت تایپ خوب است؟;بهترین فونت فارسی در تایپ از نظر زیبایی و روان بودن کدام فونت است؟
19;کامپیوتر و موبایل;توضیح الگوریتم ورد۲وک به زبان ساده;آیا میتونید الگوریتم ورد۲وک (word2vec) رو به زبان ساده توضیح دهید؟ من هرچی میخونم متوجه نمیشم.
19;کامپیوتر و موبایل;فرق بین NLP و NLU چیست;تفاوت Natural Language Processing و Natural Language Undestanding چیست؟
19;کامپیوتر و موبایل;مرورگر کروم یا فایرفاکس;بین مرورگرهای کروم و فایرفاکس کدوم رو پیشنهاد می کنید و چرا؟
19;کامپیوتر و موبایل;تفاوت  Java development kit و Java Runtime environment در چیست؟;تو برنامه نویسی جاوا منظور از JDK و JRE چیست؟  (تفاوت Java development kit و Java Runtime environment منظورمه)
19;کامپیوتر و موبایل;اندازه صفحه نمایش آیفون ۸+;"سلام
آیا اندازه صفجه نمایش آیفون ۸+ با ۷+ تفاوتی دارد؟ یا همان اندازه مدل قبلی می باشد."
19;کامپیوتر و موبایل;انتقال فایل بین اندروید و مک;"سلام 
بهترین راه برای انتقال فایل بین دستگاه های اندرویدی و لپتاپ  مک چیست؟"
19;کامپیوتر و موبایل;آشنایی با سیستم عامل لینوکس;"سلام 
من تازه می خواهم کار با لینوکس را شروع کنم. به نظر شما بهترین منبع برای یادگیری آن چیست؟ و شما کدوم نسخه از این سیستم عامل را پیشنهاد می کنید؟"
19;کامپیوتر و موبایل;معرفی مشخصات cpu در لپتاپ;"معنی آنچه که در لیبل روی لپتاپ ها به عنوان مشخصه cpu نوشته میشود چیست؟

مثلا  هر کدام از این نوشته ها چه معنایی دارند؟  Intel Core I7-3520 M"
19;کامپیوتر و موبایل;extreme learning machine;منظور از extreme learning machine چیست یا معنی آن چیست؟
19;کامپیوتر و موبایل;Smoothing در Language Model;چطور Smoothing در Language Model می تواند کار IDF را در Vector Space مدل انجام دهد؟
19;کامپیوتر و موبایل;دستگاه های واقعیت مجازی (VR);کاربرد دستگاه های واقعیت مجازی (VR) برای چیست؟ به درد چه گروه سنی ای می خوره؟
19;کامپیوتر و موبایل;منظور از Loss function چیست؟;در یادگیری ماشین (ماشین لرنینگ)  منظور از تابع خطا یا همان Loss function چیست؟
19;کامپیوتر و موبایل;فرق بین Sigmoid و Softmax چیست؟;در شبکه عصبی منظور از Sigmoid و Softmax چیست؟ آیا یکی هستند یا باهم فرق دارند؟
19;کامپیوتر و موبایل;بهترین اپلیکشن برای مکالمه تصویری;به نظر شما بهترین اپلیکشن موبایل برای مکالمه تصویری چیه؟ Dou یا IMO یا What's app یا...؟ کدومشون کیفیت تصویر بهتر و با اینترنت سرعت کم کارایی بهتری دارند؟
19;کامپیوتر و موبایل;فرق MLP و FFNN در چیست؟;تفاوت بین شبکه های Multi layer perceptron (شبکههای چند لایه با پرسپترون) و Feed forward Neural network (شبکههای جلورونده) در چیست؟ آیا
19;کامپیوتر و موبایل;پیشنهاد برای خرید لپ تاپ؟;"<p><span style=""font-size:18px"">باسلام </span></p><p><span style=""font-size:18px"">برای خریدن <span style=""color:#FF0000"">لپ تاپ</span> باید ب چ چیزهایی توجه کرد؟</span></p><p><span style=""font-size:18px"">شما چ <span style=""color:#FF0000"">مارکی</span> را پیشنهاد می کنید؟</span></p><p><span style=""font-size:18px"">البته من برای برنامه نویسی وکارهای دانشگاه می خوام اما برای موارد دیگه هم اگه میتونید کمک کنید</span></p>"
19;کامپیوتر و موبایل;شروع طراحی با کدام نرم افزار؟;کسی بخواد شروع به یادگیری طراحی گرافیکی کنه برا شروع نرم افزار indesign خوبه؟
19;کامپیوتر و موبایل;تفاوت  ساختار قالب بندی GPT و  MBR ؟؟؟؟;فرق پارتیشن بندی MBR و GPT چیست؟
19;کامپیوتر و موبایل;یعنی کسی نمیدونه؟؟؟؟؟؟؟;"<p>صفحه نمایش <span style=""color:rgb(255, 0, 0)""><strong>TFT</strong></span> &nbsp;بهتراست یا<span style=""color:rgb(255, 0, 0)""><strong>IPS</strong></span> یا اگه ازاین دو بهتر هم&nbsp;وجود داره&nbsp;میشه بگید؟؟؟؟</p>"
19;کامپیوتر و موبایل;بهترین مارک لپ تاپ چیه!؟;چه لپ تاپی رو پیشنهاد میدین که هم واسه برنامه نویسی خوب باشه هم خیلی سبک باشه هم نسبتا قیمتش مناسب باشه!؟
19;کامپیوتر و موبایل;تغییر ip برای استفاده از گوگل آنالیتیکس;"سلام دوستان کسی میدونه با استفاده از تغییر ip چطور میشه در گوگل آنالیتیکس اکانت ایجاد کرد؟

اگر میدونید ممنون میشم راهنمایی کنید. (میخوام از گوگل آنالیتیکس استفاده کنم )"
19;کامپیوتر و موبایل;گوگل آنالیتیکز (Google analytics);گوگل آنالیتیکز (Google analytics) چیست؟  و چرا از آن استفاده می کنند؟
19;کامپیوتر و موبایل;تمیز کردن ram و کارت گرافیک;یکی از علت هایی که ممکنه مانع بوت شدن سیستم باشه عدم برقراری اتصال قطعات در مادربورد به دلیل وجود گرد و خاک و مواد زاید است، چطوری حافظه ram و کارت گرافیک و سوکت پردازنده رو می تونیم تمیز کنیم؟
19;کامپیوتر و موبایل;اگر شارژر موبایل بدون اتصال به موبایل به پریز متصل باشد، برق مصرف میکند؟;"سلام. یه سئوال  داشتم:

اگه شارژر موبایل بدون اتصال به موبایل به پریز وصل باشد، برق مصرف میکنه؟

مرسی."
20;حقوق و قانون;مبدا نظام دموکراسی;نظام دموکراسی در جهان برای اولین بار در کدام کشور و در چه زمانی معرفی شد؟
20;حقوق و قانون;سند کردن خودرو در دفترخانه الزامی است یا نه؟;"یک اختلاف نظر هست که بعضی ها میگن موقع خریدن یک ماشین جدید، همین که تعویض پلاک انجام بدی، کافیه و دیگه نیازی به سند رسمی در دفترخانه نیست. بعضی دیگه هم میگن که نه، حتما باید در یک دفترخانه اسناد رسمی، معامله خودرو باید ثبت بشه.

کسی در این مورد، اطلاع یا تجربه ای داره؟"
20;حقوق و قانون;حضانت فرزندان بعد از طلاق;آیا در قانون اساسی خلاهایی در مورد حضانت فرزندان توسط پدر یا مادر وجود دارد؟تا چه حد مساوات در این زمینه رعایت شده است؟
20;حقوق و قانون;دیه آقایان دو برابر خانم ها;اینکه دیه آقایون دو برابر خانم هاست عدالت است؟چرا؟
20;حقوق و قانون;فرق بین مالکیت معنوی و ثبت اختراع چیست;"<p>فرق بین مالکیت معنوی (<span style=""font-family:q_serif,georgia,times,times new roman,serif; font-size:15px"">Intellectual Property) و ثبت اختراع (Patent) چیست؟</span></p>"
20;حقوق و قانون;نشان دادن سورس کد در صورت نقض پتنت (ثبت اختراع);آیا کسی میتواند من را مجبور کند تا سورس کد اپلیکشن ام را نشان بدهم در صورتی طرف من رو به نقض حقوق ثبت اختراع متهم کرده باشد؟
20;حقوق و قانون;ثبت اختراع (پتنت) و متن باز کردن (اپن سورس);آیا میتوان همزمان یک تکنولوژی را ثبت اختراع (پتنت) کرد و همون موقع سورس کدشو هم در دسترس عموم قرار بدم؟
20;حقوق و قانون;ثبت اختراع (پتنت) برای یک استارت اپ;برای اینکه بخواهیم یک اپلیکشن را ثبت اختراع کنیم باید چه کنیم و چه شرایطی دارد؟
20;حقوق و قانون;ثبت اختراع (پتنت) جهانی یک تکنولوژی;چطور میتوان یک تکنولوژی را ثبت اختراع کرد که در تمام جهان معتبر باشد؟
20;حقوق و قانون;استفاده از الگوریتم در صورتی که ثبت اختراع شده باشد;در صورتی که یک الگوریتم در یک مقاله آورده شده باشد و ثبت اختراع (پتنت)  شده باشد. آیا پیاده سازی مقاله و استفاده از آن الگوریتم قانونی است؟
20;حقوق و قانون;استفاده از عکس های بازیگران معروف و حق کپی رایت;اگر از عکس های بازیگران و خوانندگان معروف در وبسایت شخصی خودم استفاده کنم آیا قانونی است؟ یا باید از جایی مجوز گرفته شود؟
20;حقوق و قانون;شرط سنی صدور کارت ملی;برای بچه ها از چه سنی می توان درخواست صدور کارت ملی کرد؟
21;تغذیه;چطور پن کیک درست کنیم؟;سلام ببخشبد کسی میدونه چطور باید پن کیک درست کرد؟ یه روش ساده و بدون درد سر لطفاً. مرسی.
21;تغذیه;رژیم تغذیه برای بیمار سرطانی;"برای کسی که به تازگی دچار بیماری سرطان شده، چه رژیم غذایی نیازه؟

چیا میتونه بخوره و چیا نباید بخوره؟"
21;تغذیه;چندتا قاشق چایی خوری میشه یک قاشق غذاخوری;چندتا قاشق چایی خوری میشه یک قاشق غذاخوری؟ آیا بستگی به سایز قاشقش داره؟
21;تغذیه;مزایای خوردن گردو;اصولا چرا گفته میشود پنیر را با گردو بخورید و چرا خوردن گردو و پنیر در زمان شب مناسب تر از صبح میابشد؟
21;تغذیه;بهترین کافه تهران;بهترین کافه تهران کدام کافه است؟(ازنظر فضا و سرویس دهی و طعم)
21;تغذیه;بهترین برند شیر کدومه؟;"خواص شیر و لزوم مصرفش رو همه میدونیم. از سوی دیگه مرتب از تقلب ها، مواد افزودنی غیر سالم و غیره می شنویم.

به نظر شما چه برندی، بهترین و سالم ترین شیر رو عرضه میکنه؟"
21;تغذیه;بهترین فست فود در تهران;به نظرتون بهترین فست فود تهرانو کجا داره؟ از نظر طعم و قیمت و سالم بودن مواد اولیه.
21;تغذیه;خواص آبهای معدنی..;آیا آب معدنی های موجود در بازار واقعا حاوی مواد معدنی هستند؟ به عبارتی آنقدر این آبها کیفیت دارند که جایگزین آب شهری شوند؟
21;تغذیه;چه رژیمی را پیشنهاد میکنید؟;برای کاهش وزن ١٠ کیلویی چه نوع رژیمی را پیشنهاد میکنید؟
21;تغذیه;چای ها و دمنوش های لاغر کننده;چه نوع چای و دمنوش هایی در کاهش وزن و لاغری تاثیر دارند؟
21;تغذیه;تشخیص قهوه خوب..;چگونه میشه یک قهوه خوب رو تشخیص داد؟ قهوه خوب تیره است یا روشن؟
21;تغذیه;رستوران خوب با سالاد بار;می شه لطفا چندتا رستوران خوب توی تهران معرفی کنید که سالادبار کاملی داشته باشه؟
21;تغذیه;مکملها جایگزین غذا;بنظر شما میشه از مکملهای دارویی بجای غذا استفاده کرد. برای لاغری تاثیر گذار هست؟
21;تغذیه;کالری منفی مواد غذایی;کالری منفی یعنی چه ؟چه نوع مواد غذایی کالری منفی دارند؟
21;تغذیه;تغذیه مناسب برای رفع استرس;تو مواقعی که استرس داریم مثل شبای امتحان٬ روز قبلش چیا بخوریم که شب راحت بخوابیم و استرسمون کم شه؟
21;تغذیه;نگهداری دانه های قهوه;برای اینکه دانه های قهوه بو و طعم خود را از دست ندهند چگونه باید آنها را نگهداری کنیم (مثلا از نظر دما و رطوبت)؟
21;تغذیه;محاسبه کافئین در یک لیوان قهوه;چطور میتوان مقدار کافیئینی که در یک لیوان قهوه وجود دارد رو محاسبه کنیم؟ راه حل خوبی براش سراغ دارید؟
21;تغذیه;آیا سختی آب روی مزه قهوه تاثیرگذار است؟;بعضی از آب معدنی ها سبک هستند آیا استفاده از این آبها در هنگام درست کردن قهوه روی طعم و مزه تاثیرگذار است؟
21;تغذیه;نحوه درست کردن قهوه آمریکانو;وقتی قهوه آمریکانو درست میکنیم آیا اهمیت دارد که اول آب رو بریزیم یا اسپرسو رو؟
21;تغذیه;چطور پن کیک درست کنیم;طرز تهیه پن کیک خوب و عالی رو میخواستم از کجا میتونم گیر بیارم و کدام مدل پن کیک از همه بهتره؟
21;تغذیه;چطور انبه را تیکه تیکه کنیم;نحوه صحیح برش انبه چجوریه؟ و دستگاهی هست که هسته اشو دربیاره؟
21;تغذیه;تغذیه مناسب برای شادابی در طول روز;با اینکه هر سه وعده ی غذایی رو میخورم ولی در طول روز و مخصوصا بعدازظهرا همیشه کسلم و انرژی ندارم. چیا باید بخورم که سرحال و پرانرژی باشم؟
21;تغذیه;غذاهای دارای سیب زمینی و گوجه فرنگی;با توجه به این که منشا اولیه گوجه فرنگی و سیب زمینی قاره آمریکا می باشد و این دو در زمان قاجاریه وارد ایران شده اند پس تا قبل از آن زمان آیا غذاهایی که این دو مورد در آنها هستند را نمی خوردند یا این که مواد دیگری به جای آنها در آن غذاها استفاده می کردند؟
21;تغذیه;اسفناج خام یا پخته مصرف کنیم؟;آیا پختن اسفناج باعث از دست رفتن مواد غذایی اون میشه؟ چه میزان پختن اسفناج مناسب است؟
21;تغذیه;خواص نان جو چیست ؟؟؟;خواص نان جو چیست؟ مصرف نان جو بهتره یا گندم؟
21;تغذیه;بهترین غذا برای تامین پروتئین بدن;به جز گوشت و مرغ و تخم مرغ چه غذاهایی برای رفع نیاز پروتئین بدن میتونه استفاده بشه؟
21;تغذیه;چرا آب با غذا نباید بخوریم؟;"<p><span style=""font-size:18px"">بیشتر ما شنیده ایم که می گویند <span style=""color:#0000FF""><strong>آب</strong> </span>با <span style=""color:#FF0000""><strong>غذا</strong> </span>نخورید.....حالا سوال این است چرا؟</span></p>"
21;تغذیه;آیا میوه ها دارای پروتئین هستند؟;میوه ها دارای پروتئین هستند؟ اگر آره چه میوه هایی دارای بیشترین پروتئین هستند؟
21;تغذیه;مضرات دیر شام خوردن چیست؟;دیر شام خوردن چه مشکلاتی به همرا داره؟ چرا این همه دیر شام خوردن منع شده؟
22;مذهبی;تبعیض;چرا خداوند اول آدم (مذکر)را آفرید و همه چیز را در اختیار او و برای او خلق کرد؟ در واقع انگار بنای تبعیض را خود خدا از ابتدا گذاشته
22;مذهبی;در حال حاضر، چه کسانی مرجع تقلیدی هستند؟;گفته میشه که یکی از شرایط مرجع تقلید، زنده بودنه. در حال حاضر، چه کسانی حائز شرایط لازم برای مرجع تقلید بودن، هستند؟
22;مذهبی;نشانه های علمی در قرآن;آیا در قرآن نشانه هایی وجود دارند که در آن زمان به کشفیات علوم امروزی اشاره داشته باشند؟
22;مذهبی;چگونگی تعبیر خواب;آیا خواب های امروزی هم تعبیر دارند؟ اگر بله، چگونه میتوان تعبیرشان کرد و چه کسانی میتوانند تعبیر کنند که بتوان اعتماد کرد؟
22;مذهبی;آیا فرار مغزها رو باید محکوم کرد یا نه;"سلام

همه شاهدیم که فرار مغزها نه تنها مشاهده میشه بلکه نسبت به سالهای قبل یبشتر هم شده. وقتی با افراد صحبت میکنم نظرات مختلفی دارند. بعضی ها این امر رو ناپسند میدونند و مثلا میکن باید برای مردم خودت کار کنی نه مردم کشورهای کافر. و بعضی هم مشکل نداره و غیره. حالا پاسخ درست واقعیا چیه؟ آیا اگه به کشورهای پیشرفته بریم کار خوبی کردیم یا مرتکب گناه شدیم؟"
22;مذهبی;کپی رایت کتابهای درسی;"سلام

آیا برای دروس دانشگاهی که مرجع اونها کتابهای خارجی هست، میشه فایل کناب رو یه جوری پیدا کنیم و استفاده کنیم بدون اینکه کتاب رو بخریم؟ چون قیمت این کتابها خیلی زیاده."
22;مذهبی;آیا ار نظر شرعی مجاز هستیم از ویندوز یا آفیس غیر اریجینال استفاده کنیم؟;سلام یه سئوال شرعی اینکه آیا ار نظر شرعی مجاز هستیم از ویندوز یا آفیس غیر اریجینال استفاده کنیم؟ یعنی حلال هست یا حرام؟
22;مذهبی;آیا دروغ گفتن در اسلام مجاز هست یا خیر;آیا میتونیم دروغ بگیم در حالیکه دروغ گناه کبیره هست (تا اونجاییکه شنیدم). آیا دروغهایی که تحت عنوان دروغ مصلحت آمیر اطرافیان ما میگن از نظر شرعی مجازه یا نه؟
22;مذهبی;آیا ارتباط دوستی با همکلاسی جنس مخالف مجار است؟;"سلام.

آیا یک پسر میتونه با یک دختر همکلاسیش (بدون ارتباطات جنسی و امثال آن) دوست باشه؟ از نظر شرعی حلاله یا حرام؟"
22;مذهبی;آیا مهمان شدن سر سفره کسی که خمس نمیدهد مشکل داره؟;"سلام

متاسفانه میدونید که بعضی از افراد اعتقادی به خمس و زکات ندارند. حالا اگه یکی از این افراد از اقوام شما باشه، آیا میشه مهمون شد و از غذای سفره اونها خورد؟"
22;مذهبی;آیا سپردن پول در بانک و گرفتن سود آن ربا نیست؟;"سلام

آیا سپرده گذاری در یک بانک یا موسسه مالی برای گرفتن سود آن از نظر شرعی مشکل دارد و ربا است؟ اگر بجای بانک همون پول را به کسی بدهید و سود را از او بگیرید چظور؟ اگر اینها ربا نیستند، پس تعریف ربا چیست (لطفا یک مثال بزنید)؟"
22;مذهبی;تاثیرات جامعه بر اعتقادات مذهبی شخصی افراد چگونه بوده؟;جامعه تا چه حد توانسته در اعتقادات مذهبی افراد تاثیر بگذارد؟این تاثیر در جهت مثبت بوده یا منفی؟
22;مذهبی;خرافات در مراسم های مذهبی;وجود انحرافات و خرافات در مراسم های مذهبی چه تاثیری بر جذب جوانان به سمت دین و مذهب داره؟
